date,source,country,city,lat,lon,un_country,development_level,gdp_per_capita,gdp_volume,hdi,ECI,population,year,ted_total_per_city
2015-02-07T00:00:00Z,TED,united states,shaker heights,41.4739419,-81.5370671,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,27440,2015,1
2015-01-20T00:00:00Z,TED,united kingdom,london,51.5141736,-0.1307411,united kingdom,Developed economies,44896,2.9658E+12,0.92,1.53259,8825001,2015,157
2015-03-21T00:00:00Z,TED,italy,rome,41.9027835,12.4963655,italy,Developed economies,40981,2.48087E+12,0.883,1.11743,2873147,2015,18
2015-03-07T00:00:00Z,TED,united states,new york,40.7127753,-74.0059728,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,8622698,2015,197
2015-01-30T00:00:00Z,TED,united states,baltimore,39.2903848,-76.6121893,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,614664,2015,17
2015-04-11T00:00:00Z,TED,united states,tuscaloosa,33.2098407,-87.5691735,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,154204,2015,4
2015-02-12T00:00:00Z,TED,canada,halifax regional municipality,44.6487635,-63.5752387,canada,Developed economies,46723,1.70728E+12,0.922,1.05671,430230,2015,10
2015-08-23T00:00:00Z,TED,tunisia,kelibia,36.8461602,11.0994667,tunisia,Developing economies,12047,1.37739E+11,0.739,-0.287626,NA,2015,1
2015-02-25T00:00:00Z,TED,united kingdom,poole,50.71505,-1.987248,united kingdom,Developed economies,44896,2.9658E+12,0.92,1.53259,NA,2015,1
2015-01-23T00:00:00Z,TED,colombia,chÃ­a,4.8615787,-74.0325368,colombia,Developing economies,14507,7.09421E+11,0.761,0.144356,135752,2015,3
2015-04-17T00:00:00Z,TED,united states,abilene,32.4487364,-99.7331439,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,122225,2015,5
2015-10-18T00:00:00Z,TED,united states,houston,29.7604267,-95.3698028,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,2303482,2015,35
2015-04-18T00:00:00Z,TED,argentina,buenos aires,-34.6036844,-58.3815591,argentina,Developing economies,20843,9.18033E+11,0.83,0.232335,3054300,2015,40
2015-04-06T00:00:00Z,TED,turkey,iÌ‡stanbul,41.0082376,28.9783589,turkey,Developing economies,27879,2.26101E+12,0.807,0.175726,14025000,2015,87
2015-04-15T00:00:00Z,TED,netherlands,breda,51.5719149,4.768323,netherlands,Developed economies,54503,9.33708E+11,0.934,1.30343,180937,2015,6
2015-03-01T00:00:00Z,TED,romania,bacÄƒu,46.5670437,26.9145748,romania,Developed economies,26596,5.20941E+11,0.816,0.713669,199668,2015,6
2015-02-16T00:00:00Z,TED,sweden,stockholm,59.3293235,18.0685808,sweden,Developed economies,51405,5.17014E+11,0.937,1.80773,789024,2015,29
2015-03-29T00:00:00Z,TED,australia,melbourne,-37.8136276,144.9630576,australia,Developed economies,49654,1.22157E+12,0.938,8.63E-02,158923,2015,27
2015-02-27T00:00:00Z,TED,united states,notre dame,41.7055716,-86.2353388,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,6720,2015,5
2015-03-14T00:00:00Z,TED,united kingdom,cambridge,52.205337,0.121817,united kingdom,Developed economies,44896,2.9658E+12,0.92,1.53259,128488,2015,26
2015-02-28T00:00:00Z,TED,greece,heraklion,35.3387352,25.1442126,greece,Developed economies,28580,3.07367E+11,0.872,0.125884,140730,2015,2
2015-11-16T00:00:00Z,TED,united states,washington,47.7510741,-120.7401385,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,681170,2015,51
2015-04-25T00:00:00Z,TED,united states,daytona beach,29.2108147,-81.0228331,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,68055,2015,1
2015-05-10T00:00:00Z,TED,tunisia,tunis,36.8064948,10.1815316,tunisia,Developing economies,12047,1.37739E+11,0.739,-0.287626,2412500,2015,17
2015-04-26T00:00:00Z,TED,united states,mesa,33.4151843,-111.8314724,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,484587,2015,2
2015-06-12T00:00:00Z,TED,united states,sacramento,38.5815719,-121.4943996,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,495234,2015,8
2015-04-21T00:00:00Z,TED,switzerland,fribourg,46.8064773,7.1619719,switzerland,Developed economies,66300,5.60354E+11,0.946,2.24386,38521,2015,4
2015-03-09T00:00:00Z,TED,netherlands,groningen,53.2193835,6.5665017,netherlands,Developed economies,54503,9.33708E+11,0.934,1.30343,200336,2015,9
2015-03-01T00:00:00Z,TED,italy,verona,45.4383842,10.9916215,italy,Developed economies,40981,2.48087E+12,0.883,1.11743,257314,2015,3
2015-06-12T00:00:00Z,TED,syria,damascus,33.5138073,36.2765279,syria,Developing economies,2033,40405006007,0.549,-0.744963,1680000,2015,19
2015-01-17T00:00:00Z,TED,malaysia,cyberjaya,2.921318,101.6559349,malaysia,Developing economies,30004,9.33278E+11,0.804,0.971372,NA,2015,3
2015-03-22T00:00:00Z,TED,hong kong,hong kong island,22.2781828,114.1586506,china,Developing economies,61500,4.559E+11,NA,NA,1252100,2015,62
2015-05-22T00:00:00Z,TED,australia,melbourne,-37.8136276,144.9630576,australia,Developed economies,49654,1.22157E+12,0.938,8.63E-02,158923,2015,27
2015-02-06T00:00:00Z,TED,united states,burlington,44.4758825,-73.212072,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,127374,2015,8
2015-05-09T00:00:00Z,TED,switzerland,basel,47.5595986,7.5885761,switzerland,Developed economies,66300,5.60354E+11,0.946,2.24386,171513,2015,6
2015-04-18T00:00:00Z,TED,egypt,ismailia,30.5964923,32.2714587,egypt,Developing economies,11742,1.13243E+12,0.7,-0.319753,656135,2015,4
2015-09-26T00:00:00Z,TED,united states,new york,40.7127753,-74.0059728,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,8622698,2015,197
2015-04-25T00:00:00Z,TED,greece,patras,38.2466395,21.734574,greece,Developed economies,28580,3.07367E+11,0.872,0.125884,167446,2015,4
2015-05-23T00:00:00Z,TED,mauritania,nouakchott,18.0735299,-15.9582372,mauritania,Developing economies,4067,17415817943,0.527,-0.963114,958399,2015,1
2015-04-25T00:00:00Z,TED,estonia,tallinn,59.4369608,24.7535747,estonia,Developed economies,33448,44063633073,0.882,0.898422,430805,2015,14
2015-01-31T00:00:00Z,TED,canada,toronto,43.653226,-79.3831843,canada,Developed economies,46723,1.70728E+12,0.922,1.05671,2956024,2015,56
2015-06-13T00:00:00Z,TED,united states,newtown,41.4141172,-73.3035651,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,NA,2015,3
2015-07-10T00:00:00Z,TED,nigeria,port harcourt,4.815554,7.0498442,nigeria,Developing economies,5888,1.12378E+12,0.534,-1.90268,1020000,2015,12
2015-01-19T00:00:00Z,TED,united states,irmo,34.0859829,-81.1831513,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,12250,2015,1
2015-04-15T00:00:00Z,TED,united states,charleston,32.7764749,-79.9310512,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,134385,2015,5
2015-02-07T00:00:00Z,TED,india,pune,18.5204303,73.8567437,india,Developing economies,7169,9.59684E+12,0.647,0.359807,4672000,2015,62
2015-06-20T00:00:00Z,TED,united kingdom,london,51.5054306,-0.0235333,united kingdom,Developed economies,44896,2.9658E+12,0.92,1.53259,8825001,2015,157
2015-02-01T00:00:00Z,TED,india,ahmedabad,23.022505,72.5713621,india,Developing economies,7169,9.59684E+12,0.647,0.359807,5375000,2015,22
2015-02-11T00:00:00Z,TED,united states,new york,40.7127753,-74.0059728,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,8622698,2015,197
2015-05-22T00:00:00Z,TED,italy,rome,41.9027835,12.4963655,italy,Developed economies,40981,2.48087E+12,0.883,1.11743,2873147,2015,18
2015-01-28T00:00:00Z,TED,italy,rome,41.9027835,12.4963655,italy,Developed economies,40981,2.48087E+12,0.883,1.11743,2873147,2015,18
2015-03-14T00:00:00Z,TED,united kingdom,buckingham,51.999326,-0.987645,united kingdom,Developed economies,44896,2.9658E+12,0.92,1.53259,NA,2015,2
2015-03-22T00:00:00Z,TED,china,mianyang,31.46746,104.679004,china,Developing economies,16782,2.32668E+13,0.758,0.691307,1396000,2015,1
2015-04-11T00:00:00Z,TED,united states,west long branch,40.2903891,-74.0176381,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,7972,2015,2
2015-03-08T00:00:00Z,TED,japan,kobe,34.6900806,135.1956311,japan,Developed economies,41959,5.3198E+12,0.915,2.30938,1537272,2015,18
2015-05-17T00:00:00Z,TED,united states,stanford,37.4274745,-122.169719,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,15277,2015,3
2015-05-31T00:00:00Z,TED,china,qingdao,36.067108,120.382609,china,Developing economies,16782,2.32668E+13,0.758,0.691307,2866000,2015,26
2015-03-26T00:00:00Z,TED,canada,ottawa,45.4215296,-75.6971931,canada,Developed economies,46723,1.70728E+12,0.922,1.05671,1007501,2015,18
2015-11-04T00:00:00Z,TED,netherlands,rotterdam,51.9244201,4.4777326,netherlands,Developed economies,54503,9.33708E+11,0.934,1.30343,623652,2015,8
2015-02-28T00:00:00Z,TED,india,bengaluru,12.9715987,77.5945627,india,Developing economies,7169,9.59684E+12,0.647,0.359807,8425970,2015,105
2015-03-07T00:00:00Z,TED,canada,aklavik,68.219916,-135.0077881,canada,Developed economies,46723,1.70728E+12,0.922,1.05671,NA,2015,1
2015-06-14T00:00:00Z,TED,china,nanchang,28.682892,115.858197,china,Developing economies,16782,2.32668E+13,0.758,0.691307,2350000,2015,7
2015-09-05T00:00:00Z,TED,united states,st. petersburg,27.7676008,-82.6402915,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,260999,2015,5
2015-02-28T00:00:00Z,TED,india,new delhi,28.6139391,77.2090212,india,Developing economies,7169,9.59684E+12,0.647,0.359807,317797,2015,68
2015-01-24T00:00:00Z,TED,united states,alma,43.3789199,-84.6597274,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,16224,2015,2
2015-01-20T00:00:00Z,TED,france,compiÃ¨gne,49.417816,2.826145,france,Developed economies,44256,2.95918E+12,0.891,1.38964,NA,2015,4
2015-05-03T00:00:00Z,TED,japan,matsumoto,36.2380434,137.9719897,japan,Developed economies,41959,5.3198E+12,0.915,2.30938,243293,2015,2
2015-05-16T00:00:00Z,TED,italy,padua,45.4064349,11.8767611,italy,Developed economies,40981,2.48087E+12,0.883,1.11743,210134.5,2015,11
2015-04-11T00:00:00Z,TED,united states,new london,41.3556539,-72.0995209,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,27072,2015,6
2015-05-30T00:00:00Z,TED,united states,rochester,43.1565779,-77.6088465,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,114011,2015,36
2015-06-13T00:00:00Z,TED,united states,los angeles,34.0211224,-118.3964665,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,3884307,2015,69
2015-04-18T00:00:00Z,TED,portugal,porto,41.1579438,-8.6291053,portugal,Developed economies,32554,3.35319E+11,0.85,0.258555,214353,2015,19
2015-05-23T00:00:00Z,TED,united states,pittsburgh,40.4406248,-79.9958864,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,303625,2015,34
2015-05-02T00:00:00Z,TED,hong kong,kowloon,22.3369319,114.1763367,china,Developing economies,61500,4.559E+11,NA,NA,2265100,2015,7
2015-02-20T00:00:00Z,TED,united kingdom,london,51.5141736,-0.1307411,united kingdom,Developed economies,44896,2.9658E+12,0.92,1.53259,8825001,2015,157
2015-03-14T00:00:00Z,TED,united states,gig harbor,47.329264,-122.5801293,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,9507,2015,2
2015-06-09T00:00:00Z,TED,united states,summit,40.7146376,-74.3646122,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,22323,2015,8
2015-02-28T00:00:00Z,TED,united states,omaha,41.2565369,-95.9345034,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,446970,2015,40
2015-04-19T00:00:00Z,TED,new zealand,queenstown,-45.0311622,168.6626435,new zealand,Developed economies,40439,1.93858E+11,0.921,0.483484,NA,2015,3
2015-04-17T00:00:00Z,TED,united states,chicago,41.8781136,-87.6297982,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,2704958,2015,58
2015-09-12T00:00:00Z,TED,united states,philadelphia,39.9525839,-75.1652215,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,1567872,2015,24
2015-02-18T00:00:00Z,TED,australia,gold coast,-28.016667,153.4,australia,Developed economies,49654,1.22157E+12,0.938,8.63E-02,591356,2015,1
2015-04-02T00:00:00Z,TED,netherlands,tilburg,51.5852528,5.056375,netherlands,Developed economies,54503,9.33708E+11,0.934,1.30343,211648,2015,2
2015-09-05T00:00:00Z,TED,thailand,bangkok,13.7563309,100.5017651,thailand,Developing economies,17917,1.24005E+12,0.765,0.711704,8750600,2015,29
2015-02-21T00:00:00Z,TED,turkey,iÌ‡stanbul,41.0082376,28.9783589,turkey,Developing economies,27879,2.26101E+12,0.807,0.175726,14025000,2015,87
2015-02-25T00:00:00Z,TED,united kingdom,london,51.4309209,-0.0936496,united kingdom,Developed economies,44896,2.9658E+12,0.92,1.53259,8825001,2015,157
2015-10-03T00:00:00Z,TED,united states,billings,45.7832856,-108.5006904,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,110323,2015,3
2015-02-27T00:00:00Z,TED,spain,madrid,40.4167754,-3.7037902,spain,Developed economies,39037,1.81888E+12,0.893,0.777415,3203157,2015,78
2015-02-21T00:00:00Z,TED,united states,knoxville,35.9606384,-83.9207392,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,186239,2015,7
2015-02-11T00:00:00Z,TED,kazakhstan,ust'-kamenogorsk,49.9749295,82.6017244,kazakhstan,Transition economies,26491,4.77836E+11,0.817,8.84E-02,330352,2015,2
2015-02-14T00:00:00Z,TED,united states,houston,29.7604267,-95.3698028,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,2303482,2015,35
2015-01-18T00:00:00Z,TED,india,badlapur,19.1667854,73.2367896,india,Developing economies,7169,9.59684E+12,0.647,0.359807,NA,2015,2
2015-02-14T00:00:00Z,TED,united states,pleasanton,37.6604484,-121.8757968,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,83007,2015,5
2015-03-06T00:00:00Z,TED,united states,potomac,39.0181651,-77.2085914,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,45780,2015,3
2015-05-28T00:00:00Z,TED,united states,jacksonville,30.3321838,-81.655651,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,880619,2015,45
2015-04-04T00:00:00Z,TED,united states,boston,42.3600825,-71.0588801,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,673184,2015,37
2015-06-28T00:00:00Z,TED,canada,sackville,45.897903,-64.3682804,canada,Developed economies,46723,1.70728E+12,0.922,1.05671,NA,2015,2
2015-04-18T00:00:00Z,TED,united states,summit,40.7146376,-74.3646122,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,22323,2015,8
2015-08-01T00:00:00Z,TED,china,shenzhen,22.543096,114.057865,china,Developing economies,16782,2.32668E+13,0.758,0.691307,8378900,2015,19
2015-09-19T00:00:00Z,TED,argentina,san carlos de bariloche,-41.1334722,-71.3102778,argentina,Developing economies,20843,9.18033E+11,0.83,0.232335,95394,2015,5
2015-05-02T00:00:00Z,TED,saudi arabia,dammam,26.4206828,50.0887943,saudi arabia,Developing economies,53693,1.7772E+12,0.857,0.747155,903312,2015,2
2015-03-04T00:00:00Z,TED,sweden,kiruna,67.8557995,20.225282,sweden,Developed economies,51405,5.17014E+11,0.937,1.80773,18154,2015,1
2015-05-30T00:00:00Z,TED,italy,metropolitan city of naples,40.8517983,14.26812,italy,Developed economies,40981,2.48087E+12,0.883,1.11743,968164.5,2015,6
2015-02-04T00:00:00Z,TED,france,puteaux,48.884748,2.23964,france,Developed economies,44256,2.95918E+12,0.891,1.38964,NA,2015,3
2015-01-12T00:00:00Z,TED,singapore,singapore,1.2831593,103.8530435,singapore,Developing economies,96553,5.41878E+11,0.935,1.86534,NA,2015,96
2015-04-11T00:00:00Z,TED,united states,homestead,25.4687224,-80.4775569,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,69907,2015,1
2015-04-16T00:00:00Z,TED,united states,plano,33.0198431,-96.6988856,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,286057,2015,13
2015-10-05T00:00:00Z,TED,france,paris,48.856614,2.3522219,france,Developed economies,44256,2.95918E+12,0.891,1.38964,2229621,2015,55
2015-01-23T00:00:00Z,TED,united states,norman,35.2225668,-97.4394777,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,122180,2015,4
2015-05-30T00:00:00Z,TED,united states,portland,45.5051064,-122.6750261,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,639863,2015,33
2015-04-11T00:00:00Z,TED,canada,toronto,43.653226,-79.3831843,canada,Developed economies,46723,1.70728E+12,0.922,1.05671,2956024,2015,56
2015-04-17T00:00:00Z,TED,china,shanghai,31.230416,121.473701,china,Developing economies,16782,2.32668E+13,0.758,0.691307,24256800,2015,89
2015-06-06T00:00:00Z,TED,united states,ann arbor,42.2808256,-83.7430378,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,120782,2015,16
2015-11-13T00:00:00Z,TED,spain,madrid,40.4167754,-3.7037902,spain,Developed economies,39037,1.81888E+12,0.893,0.777415,3203157,2015,78
2015-03-28T00:00:00Z,TED,canada,toronto,43.653226,-79.3831843,canada,Developed economies,46723,1.70728E+12,0.922,1.05671,2956024,2015,56
2015-05-27T00:00:00Z,TED,united states,tumwater,47.0073187,-122.9093063,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,22973,2015,1
2015-06-27T00:00:00Z,TED,italy,vicenza,45.5454787,11.5354214,italy,Developed economies,40981,2.48087E+12,0.883,1.11743,111909,2015,4
2015-02-07T00:00:00Z,TED,south korea,seoul,37.5172363,127.0473248,south korea,Developing economies,38824,1.99813E+12,0.906,1.77613,10197604,2015,71
2015-05-21T00:00:00Z,TED,belgium,liÃ¨ge,50.6325574,5.5796662,belgium,Developed economies,49412,5.62068E+11,0.919,0.90581,195965,2015,4
2015-03-20T00:00:00Z,TED,united states,jupiter,26.9342246,-80.0942087,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,64976,2015,4
2015-09-27T00:00:00Z,TED,japan,hamamatsu,34.7102752,137.7274159,japan,Developed economies,41959,5.3198E+12,0.915,2.30938,797980,2015,17
2015-09-19T00:00:00Z,TED,qatar,doha,25.2854473,51.5310398,qatar,Developing economies,124609,3.39526E+11,0.848,0.396207,956457,2015,18
2015-05-30T00:00:00Z,TED,united kingdom,london,51.5141736,-0.1307411,united kingdom,Developed economies,44896,2.9658E+12,0.92,1.53259,8825001,2015,157
2015-04-25T00:00:00Z,TED,united kingdom,york,53.9599651,-1.0872979,united kingdom,Developed economies,44896,2.9658E+12,0.92,1.53259,158947,2015,11
2015-09-19T00:00:00Z,TED,philippines,cebu,10.607936,123.8857747,philippines,Developing economies,8340,8.7718E+11,0.712,0.381087,922611,2015,10
2015-04-25T00:00:00Z,TED,spain,la vall d'uixÃ³,39.8242386,-0.2315018,spain,Developed economies,39037,1.81888E+12,0.893,0.777415,NA,2015,2
2015-03-08T00:00:00Z,TED,japan,shizuoka,35.0929397,138.3190276,japan,Developed economies,41959,5.3198E+12,0.915,2.30938,704989,2015,3
2015-08-12T00:00:00Z,TED,united states,bismarck,46.8083268,-100.7837392,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,97457,2015,8
2015-03-07T00:00:00Z,TED,united states,new port richey,28.2441768,-82.7192671,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,16256,2015,4
2015-05-10T00:00:00Z,TED,united kingdom,edinburgh,55.953252,-3.188267,united kingdom,Developed economies,44896,2.9658E+12,0.92,1.53259,482005,2015,26
2015-04-18T00:00:00Z,TED,united states,bend,44.0581728,-121.3153096,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,103349,2015,12
2015-05-22T00:00:00Z,TED,south korea,jeonju-si,35.8242238,127.1479532,south korea,Developing economies,38824,1.99813E+12,0.906,1.77613,711424,2015,1
2015-04-02T00:00:00Z,TED,united states,lancaster,40.0378755,-76.3055144,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,160106,2015,9
2015-03-28T00:00:00Z,TED,france,cannes,43.552847,7.017369,france,Developed economies,44256,2.95918E+12,0.891,1.38964,NA,2015,4
2015-03-21T00:00:00Z,TED,spain,oviedo,43.3619145,-5.8493887,spain,Developed economies,39037,1.81888E+12,0.893,0.777415,220160,2015,5
2015-07-25T00:00:00Z,TED,new zealand,tauranga,-37.6877975,176.1651295,new zealand,Developed economies,40439,1.93858E+11,0.921,0.483484,121500,2015,5
2015-03-13T00:00:00Z,TED,australia,kangaroo flat,-36.783333,144.233333,australia,Developed economies,49654,1.22157E+12,0.938,8.63E-02,NA,2015,1
2015-06-12T00:00:00Z,TED,united states,aurora,39.7294319,-104.8319195,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,361710,2015,3
2015-04-02T00:00:00Z,TED,canada,kamloops,50.674522,-120.3272675,canada,Developed economies,46723,1.70728E+12,0.922,1.05671,97842,2015,2
2015-01-08T00:00:00Z,TED,philippines,quezon city,14.6760413,121.0437003,philippines,Developing economies,8340,8.7718E+11,0.712,0.381087,2936116,2015,17
2015-03-28T00:00:00Z,TED,united states,cedar falls,42.5348993,-92.4453161,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,41570,2015,1
2015-05-29T00:00:00Z,TED,denmark,copenhagen,55.6760968,12.5683372,denmark,Developed economies,54356,3.13364E+11,0.93,1.1577,616098,2015,3
2015-04-18T00:00:00Z,TED,switzerland,lugano,46.0036778,8.951052,switzerland,Developed economies,66300,5.60354E+11,0.946,2.24386,63494,2015,3
2015-09-17T00:00:00Z,TED,united states,birmingham,33.5185892,-86.8103567,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,212157,2015,26
2015-05-07T00:00:00Z,TED,united states,pennsburg,40.3909328,-75.4921248,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,NA,2015,1
2015-10-10T00:00:00Z,TED,australia,palmerston city,-12.4784614,130.9851852,australia,Developed economies,49654,1.22157E+12,0.938,8.63E-02,NA,2015,2
2015-03-25T00:00:00Z,TED,philippines,taguig,14.5408671,121.0503183,philippines,Developing economies,8340,8.7718E+11,0.712,0.381087,804915,2015,7
2015-10-17T00:00:00Z,TED,spain,cÃ³rdoba,37.8881751,-4.7793835,spain,Developed economies,39037,1.81888E+12,0.893,0.777415,325812,2015,13
2015-01-10T00:00:00Z,TED,japan,tokyo,35.6761919,139.6503106,japan,Developed economies,41959,5.3198E+12,0.915,2.30938,13839910,2015,30
2015-04-17T00:00:00Z,TED,united states,syracuse,43.0481221,-76.1474244,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,143378,2015,10
2015-08-15T00:00:00Z,TED,united kingdom,merthyr tydfil county borough,51.7494378,-3.3781198,united kingdom,Developed economies,44896,2.9658E+12,0.92,1.53259,NA,2015,1
2015-05-02T00:00:00Z,TED,united states,lawrence,38.9716689,-95.2352501,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,97341,2015,13
2015-03-18T00:00:00Z,TED,united kingdom,whitehaven,54.549699,-3.589233,united kingdom,Developed economies,44896,2.9658E+12,0.92,1.53259,NA,2015,2
2015-01-22T00:00:00Z,TED,united states,washington,47.7510741,-120.7401385,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,681170,2015,51
2015-02-27T00:00:00Z,TED,lithuania,lentvaris,54.6474359,25.04349,lithuania,Developed economies,33253,94052437740,0.869,0.675449,NA,2015,1
2015-02-27T00:00:00Z,TED,australia,bedford park,-35.021,138.568,australia,Developed economies,49654,1.22157E+12,0.938,8.63E-02,NA,2015,2
2015-04-08T00:00:00Z,TED,brazil,porto alegre,-30.0346471,-51.2176584,brazil,Developing economies,15662,3.25514E+12,0.761,0.608252,114650,2015,27
2015-05-02T00:00:00Z,TED,united states,niceville,30.5168639,-86.482172,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,15249,2015,1
2015-04-16T00:00:00Z,TED,united states,austin,30.267153,-97.7430608,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,947890,2015,22
2015-06-19T00:00:00Z,TED,france,tours,47.394144,0.68484,france,Developed economies,44256,2.95918E+12,0.891,1.38964,136252,2015,4
2015-05-28T00:00:00Z,TED,united kingdom,york,53.9599651,-1.0872979,united kingdom,Developed economies,44896,2.9658E+12,0.92,1.53259,158947,2015,11
2015-05-30T00:00:00Z,TED,united states,los angeles,34.0522342,-118.2436849,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,3884307,2015,69
2015-03-11T00:00:00Z,TED,united states,sault ste. marie,46.4977115,-84.3475876,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,12637,2015,8
2015-05-29T00:00:00Z,TED,netherlands,amsterdam,52.3666969,4.8945398,netherlands,Developed economies,54503,9.33708E+11,0.934,1.30343,821752,2015,29
2015-04-27T00:00:00Z,TED,united states,bradenton,27.4989278,-82.5748194,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,56508,2015,2
2015-02-06T00:00:00Z,TED,united states,miami,25.7616798,-80.1917902,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,453579,2015,13
2015-09-12T00:00:00Z,TED,united states,newark,40.735657,-74.1723667,united states,Developed economies,59928,1.94854E+13,0.92,1.75541,281764,2015,12
